Role,Experience_Years,Skills,Salary_LPA
Embedded Systems Engineer,5,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",9.3
Embedded Systems Engineer,6,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",10.18
Embedded Systems Engineer,7,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",11.12
Embedded Systems Engineer,8,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",12.12
Embedded Systems Engineer,9,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",13.18
Embedded Systems Engineer,10,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",14.3
Embedded Systems Engineer,11,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",15.48
Embedded Systems Engineer,12,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",16.72
Embedded Systems Engineer,13,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",18.02
Embedded Systems Engineer,14,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",19.38
Embedded Systems Engineer,15,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",20.8
Quality Engineer,0,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",5.6
Quality Engineer,1,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",6.18
Quality Engineer,2,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",6.82
Quality Engineer,3,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",7.52
Quality Engineer,4,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",8.28
Quality Engineer,5,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",9.1
Quality Engineer,6,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",9.98
Quality Engineer,7,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",10.92
Quality Engineer,8,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",11.92
Quality Engineer,9,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",12.98
Quality Engineer,10,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",14.1
Quality Engineer,11,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",15.28
Quality Engineer,12,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",16.52
Quality Engineer,13,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",17.82
Quality Engineer,14,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",19.18
Quality Engineer,15,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, iso standards",20.6
Process Engineer,0,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",5.6
Process Engineer,1,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",6.18
Process Engineer,2,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",6.82
Process Engineer,3,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",7.52
Process Engineer,4,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",8.28
Process Engineer,5,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",9.1
Process Engineer,6,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",9.98
Process Engineer,7,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",10.92
Process Engineer,8,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",11.92
Process Engineer,9,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",12.98
Process Engineer,10,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",14.1
Process Engineer,11,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",15.28
Process Engineer,12,"quality assurance, lean manufacturing, six sigma, process improvement, root cause analysis, inspection, production planning",16.52
